dataset	analysis_subset	endpoint	n_total	n_event_or_pCR	model_name	variable	effect_type	estimate	conf_low	conf_high	p_value	covariates	notes	source_file	signature	n_signature_genes	n_genes_found	coverage	missing_genes	n_non_event_or_RD	log_effect	se_log_effect	source_context	meta_set	include_GSE194040	include_GSE25066	k	fixed_estimate	fixed_conf_low	fixed_conf_high	fixed_p_value	random_estimate	random_conf_low	random_conf_high	random_p_value	I2	Q_p_value	included_datasets	analysis_level	source_celltype	module	n_pairs	mean_delta	median_delta	sd_delta	min_delta	max_delta	test	statistic	p_adj_BH_within_module	MajorCluster	SubCluster	Subset	comparison	value	p_adj_BH	n_samples	n_patients	n_R	n_NR	effect_R_minus_NR
GSE163882	primary_TNBC	pCR	90	38	axis_only	APC_CXCL9_axis	OR_per_1SD	1.715109954403961	1.0844115177414504	2.7126253341740187	0.02108465150702325	pCR_binary ~ z_APC_CXCL9_axis	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.5394771919178092	0.23389782246347007	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	primary_TNBC	pCR	90	38	axis_plus_proliferation	APC_CXCL9_axis	OR_per_1SD	1.45651608693544	0.8604542425057589	2.465487421299486	0.16141449702336552	pCR_binary ~ z_APC_CXCL9_axis + z_Proliferation	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.3760473422828523	0.2685419298469086	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	primary_TNBC	pCR	90	38	axis_plus_proliferation	Proliferation	OR_per_1SD	1.4037882109153563	0.8180014153510968	2.40906837582808	0.2183498117528222	pCR_binary ~ z_APC_CXCL9_axis + z_Proliferation	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.33917444729869317	0.2755437037864875	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	primary_TNBC	pCR	90	38	immune_only	Immune_remodeling_score	OR_per_1SD	1.5927408206256624	1.0168634317052698	2.4947532211214254	0.04204820330882571	pCR_binary ~ z_Immune_remodeling_score	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.4654563187742853	0.22894566130978175	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	primary_TNBC	pCR	90	38	proliferation_only	Proliferation	OR_per_1SD	1.6907947526874756	1.0587438523179589	2.7001685907848456	0.02787740832463228	pCR_binary ~ z_Proliferation	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.5251986862561171	0.2388344519572605	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	primary_TNBC	pCR	90	38	aggregate_BIR_descriptive	TNBC_BIR_favorable_score	OR_per_1SD	0.915727468854702	0.5994865938229432	1.3987915757507416	0.6837862412559492	pCR_binary ~ z_TNBC_BIR_favorable_score	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	-0.08803648166116679	0.2161455027383103	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	ER_HER2_negative_sensitivity	pCR	90	38	axis_only	APC_CXCL9_axis	OR_per_1SD	1.715109954403961	1.0844115177414504	2.7126253341740187	0.02108465150702325	pCR_binary ~ z_APC_CXCL9_axis	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.5394771919178092	0.23389782246347007	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	ER_HER2_negative_sensitivity	pCR	90	38	axis_plus_proliferation	APC_CXCL9_axis	OR_per_1SD	1.45651608693544	0.8604542425057589	2.465487421299486	0.16141449702336552	pCR_binary ~ z_APC_CXCL9_axis + z_Proliferation	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.3760473422828523	0.2685419298469086	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	ER_HER2_negative_sensitivity	pCR	90	38	axis_plus_proliferation	Proliferation	OR_per_1SD	1.4037882109153563	0.8180014153510968	2.40906837582808	0.2183498117528222	pCR_binary ~ z_APC_CXCL9_axis + z_Proliferation	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.33917444729869317	0.2755437037864875	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	ER_HER2_negative_sensitivity	pCR	90	38	immune_only	Immune_remodeling_score	OR_per_1SD	1.5927408206256624	1.0168634317052698	2.4947532211214254	0.04204820330882571	pCR_binary ~ z_Immune_remodeling_score	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.4654563187742853	0.22894566130978175	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	ER_HER2_negative_sensitivity	pCR	90	38	proliferation_only	Proliferation	OR_per_1SD	1.6907947526874756	1.0587438523179589	2.7001685907848456	0.02787740832463228	pCR_binary ~ z_Proliferation	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	0.5251986862561171	0.2388344519572605	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE163882	ER_HER2_negative_sensitivity	pCR	90	38	aggregate_BIR_descriptive	TNBC_BIR_favorable_score	OR_per_1SD	0.915727468854702	0.5994865938229432	1.3987915757507416	0.6837862412559492	pCR_binary ~ z_TNBC_BIR_favorable_score	NA	results/round4_external_NAC_models.tsv	NA	NA	NA	NA	NA	52	-0.08803648166116679	0.2161455027383103	manual_external_NAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	primary_TNBC	pCR	NA	NA	NA	APC_CXCL9_axis	OR_per_1SD	NA	NA	NA	NA	NA	Non-I-SPY2 manual external NAC cohorts only.	results/round4_external_NAC_meta_summary.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	manual_external_primary_TNBC	FALSE	FALSE	5	1.233192786470814	0.979675309616869	1.5523147655914598	0.07424703213506338	1.222206749288544	0.9502059811493596	1.572068969929654	0.11821951625775948	12.05861450354581	0.3815356936809722	GSE41998;GSE20194;GSE22226;GSE32646;GSE163882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	primary_TNBC	pCR	NA	NA	NA	APC_CXCL9_axis	OR_per_1SD	NA	NA	NA	NA	NA	Context-only pooled result including I-SPY2/GSE194040; not used as non-I-SPY2 validation.	results/round4_external_NAC_meta_summary.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	manual_plus_GSE194040_context	TRUE	FALSE	6	1.4833482385807195	1.2519693132391034	1.7574887608130234	5.1856347251931265e-6	1.3501025480581188	1.0320461738714677	1.7661776540823997	0.02851675249555596	49.01304572353858	0.08743849442858907	GSE41998;GSE20194;GSE22226;GSE32646;GSE163882;GSE194040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	primary_TNBC	pCR	NA	NA	NA	APC_CXCL9_axis	OR_per_1SD	NA	NA	NA	NA	NA	Context-only pooled result including decisive negative GSE25066 processed axis model.	results/round4_external_NAC_meta_summary.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	manual_plus_GSE25066_processed_context	FALSE	TRUE	6	1.118603309874126	0.9280610645316943	1.3482662000185843	0.23944543573475743	1.122862229458668	0.8895434518485181	1.4173783008855172	0.3295222508770361	28.2187089935015	0.28683020511537277	GSE41998;GSE20194;GSE22226;GSE32646;GSE163882;GSE25066_processed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METABRIC	clinical_TNBC	RFS	320	131	axis_unadjusted	scale(APC_CXCL9_axis)	HR	0.7555230138354634	0.639824243539469	0.8921434756477931	9.473224360919946e-4	Surv(rfs_time_months, rfs_event) ~ scale(APC_CXCL9_axis)	NA	results/METABRIC_APC_CXCL9_axis_survival.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METABRIC	clinical_TNBC	RFS	320	131	axis_age_adjusted	scale(APC_CXCL9_axis)	HR	0.7529487178569054	0.6373828373699738	0.8894682104426948	8.446393480823156e-4	Surv(rfs_time_months, rfs_event) ~ scale(APC_CXCL9_axis) + age	NA	results/METABRIC_APC_CXCL9_axis_survival.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METABRIC	clinical_TNBC	RFS	320	131	axis_age_adjusted	age	HR	0.9913548633252006	0.9785712787941622	1.0043054464561405	0.18979399274816303	Surv(rfs_time_months, rfs_event) ~ scale(APC_CXCL9_axis) + age	NA	results/METABRIC_APC_CXCL9_axis_survival.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METABRIC	clinical_TNBC	RFS	233	95	axis_age_stage_complete_case	scale(APC_CXCL9_axis)	HR	0.8289499623879661	0.6797001900317163	1.0109722642727907	0.0639942931551989	Surv(rfs_time_months, rfs_event) ~ scale(APC_CXCL9_axis) + age +      tumor_stage	NA	results/METABRIC_APC_CXCL9_axis_survival.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METABRIC	clinical_TNBC	RFS	233	95	axis_age_stage_complete_case	age	HR	0.9874549005933452	0.9723034994479816	1.0028424059559595	0.1095562631050993	Surv(rfs_time_months, rfs_event) ~ scale(APC_CXCL9_axis) + age +      tumor_stage	NA	results/METABRIC_APC_CXCL9_axis_survival.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
METABRIC	clinical_TNBC	RFS	233	95	axis_age_stage_complete_case	tumor_stage	HR	1.9696787736335115	1.4074659777938818	2.756467674894356	7.710143316265958e-5	Surv(rfs_time_months, rfs_event) ~ scale(APC_CXCL9_axis) + age +      tumor_stage	NA	results/METABRIC_APC_CXCL9_axis_survival.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2516305574542872	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	APC_CXCL9_axis	31	0.1853951426927171	0.08599519946868919	0.8329099437114152	-1.7764380096074293	2.3304430607762225	wilcoxon_signed_rank	307	0.419384262423812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22065659039834373	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	CD8_Tsem_memory	31	0.0108055452990845	1.5866604431163944e-4	0.05471315020999334	-0.15669115867471933	0.09289781509803034	wilcoxon_signed_rank	311	0.7407012978595249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2516305574542872	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	CXCL9_FOLR2_macrophage	31	0.0759924158112033	0.03239498478331315	0.3320194504744106	-0.6898883134516354	0.9837841857184776	wilcoxon_signed_rank	307	0.32241849338999573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7023629910913727	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	Cytolytic	31	-0.01470579302230765	8.280351911833803e-4	0.07626665349295306	-0.3947788053298031	0.04206641485221659	wilcoxon_signed_rank	268	0.852313662220209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2598264838923119	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	DC_HLA_antigen_presentation	31	0.09088320852467568	0.04924967336583863	0.4035467828670516	-0.869276175218093	1.1189765184297924	wilcoxon_signed_rank	306	0.32478310486538986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2516305574542872	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	HLAII	31	0.2203393220171279	0.08949029118931873	1.025575384856127	-2.197582306290185	2.7706437597057336	wilcoxon_signed_rank	307	0.419384262423812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.243616697506462	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	Immune_remodeling_score	31	0.10572509134881124	0.07517165672591886	0.5467191842659098	-1.2364051847435875	1.3924048589010545	wilcoxon_signed_rank	308	0.40602782917743663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	Mast_cell	31	-2.704231678981992e-5	0	0.00340396670833197	-0.01189281241719397	0.0111308470909287	wilcoxon_signed_rank	233	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7613210682843543	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	Proliferation	31	0.00343348105304462	0.00131325488113163	0.06943708350234097	-0.2166165151032293	0.18194855564763612	wilcoxon_signed_rank	264	0.8287316778216198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1794782167623955	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	Suppressive_myeloid	31	-0.00848721280723213	-0.00421842382698554	0.0290159982392196	-0.08518297166015733	0.04362157652742431	wilcoxon_signed_rank	179	0.1794782167623955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29444737199843174	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	Bcell	Tfh_TLS_like	31	0.01973002765027211	0.0387375283686005	0.15631251987553957	-0.39095513090645295	0.315366001413786	wilcoxon_signed_rank	302	0.5744194872668851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02748138092896883	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	APC_CXCL9_axis	31	-0.08294732529689043	-0.10048207943984222	0.22322052789084249	-0.7910250115500798	0.39992138768880803	wilcoxon_signed_rank	135	0.13740690464484415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3831831445637346	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	CD8_Tsem_memory	31	0.04850881875286553	0.00804876811499222	0.18781007305217504	-0.2583357657038799	0.5342832581615478	wilcoxon_signed_rank	293	0.7407012978595249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04057578177231739	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	CXCL9_FOLR2_macrophage	31	-0.03580710688874251	-0.03778888950115938	0.09560288302361354	-0.33371400151372616	0.1575600245167204	wilcoxon_signed_rank	143	0.12217384488384386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7762955051949868	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	Cytolytic	31	-6.625464625209073e-7	-0.01865958743336855	0.15887403476855097	-0.34318094143855754	0.4061975683459661	wilcoxon_signed_rank	233	0.852313662220209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02748138092896883	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	DC_HLA_antigen_presentation	31	-0.04229289817246117	-0.03965789249796869	0.11476540793693686	-0.4244367885278794	0.2246846846969797	wilcoxon_signed_rank	135	0.13740690464484415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04057578177231739	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	HLAII	31	-0.09036751671399657	-0.09693909229093334	0.2574126428478726	-0.8223730480844467	0.4129005558734974	wilcoxon_signed_rank	143	0.1288498149324513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4624184031037901	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	Immune_remodeling_score	31	0.0121964443245297	9.184454355091188e-4	0.23882203224041687	-0.8631752450761111	0.3586549618081991	wilcoxon_signed_rank	286	0.5780230038797376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00339307425960755	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	Mast_cell	31	0.00154693365367617	7.284955267883186e-4	0.00325895867076087	-0.0019603477960208	0.01534519501338633	wilcoxon_signed_rank	398	0.00848268564901888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04890112031182326	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	Proliferation	31	-0.00517793706082989	-0.00584090428713438	0.02387774824520367	-0.0556507276014834	0.06027368051363464	wilcoxon_signed_rank	147	0.12225280077955816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04669575923926598	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	Suppressive_myeloid	31	-0.01390148998890715	-0.00303067224985009	0.03797606421138761	-0.1832491776306105	0.03335285200372005	wilcoxon_signed_rank	146	0.05836969904908247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7613210682843542	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD4Tcell	Tfh_TLS_like	31	0.00682152014739302	-0.00922067412918653	0.12580251827379274	-0.3718037427725853	0.3377027213160638	wilcoxon_signed_rank	232	0.7613210682843542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7023629910913727	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD8Tcell	APC_CXCL9_axis	31	-0.01275326988190278	-0.00841449607060407	0.27582276461170835	-0.6014925479528495	0.7937598100281315	wilcoxon_signed_rank	228	0.8779537388642158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4624184031037901	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD8Tcell	CD8_Tsem_memory	31	0.02556343746609535	0.02474933668908774	0.19328843607232815	-0.3307556297679057	0.4634252724003928	wilcoxon_signed_rank	286	0.7407012978595249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8677079024141874	NA	Patient-level paired pseudobulk signed-rank test.	results/GSE266919_paired_module_dynamics.tsv	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	major_celltype	CD8Tcell	CXCL9_FOLR2_macrophage	31	-0.00246348850828187	-2.872396108341002e-4	0.11212733765840228	-0.24840816298686952	0.30851239662541474	wilcoxon_signed_rank	239	0.8677079024141874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
